country,code,courses,college,city,type
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Dungarpur,Dungarpur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Ernakulam,Kochi,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Gondia,Gondia,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Haldwani,Nainital,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Jalgaon,Jalgaon,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Jammu,Jammu,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Jangaon,Jangaon,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Kallakurichi,Kallakurichi,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Kanker,Raipur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Kannauj,Kannauj,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Kannur,Kannur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Karur,Karur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Kathua,Kathua,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Khandwa,Khandwa,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Konni,Konni,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Kota,Kota,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Kottayam,Kottayam,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Kozhikode,Kozhikode,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Krishnagiri,Krishnagiri,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Latur,Latur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Mahabubnagar,Mahbubnagar,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Mancherial,Mancherial,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Manjeri,Manjeri,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Miraj,Miraj,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Nagapattinam,Nagapattinam,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Nagpur,Nagpur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Nalgonda,Nalgonda,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Namakkal,Namakkal,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Nandurbar,Nandurbar,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Nizamabad,Nizamabad,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Omandurar,Chennai,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Palakkad,Palakkad,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Pali,Pali,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College Parippally, Kollam",Kollam,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Patiala,Patiala,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Pudukkottai,Pudukottai,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Rajouri,Rajouri,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Ramanathapuram,Ramanathapuram,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Ratlam,Ratlam,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Sangareddy,Sangareddy,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Satara,Satara,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Shahdol,Shahdol,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Siddipet,Siddipet,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Sindhudurg,Sindhudurg,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Sirohi,Sirohi,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Sri Ganganagar,Sri Ganganagar,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Srinagar,Srinagar,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Sundargarh,Sundargarh,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Surat,Surat,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Suryapet,Suryapet,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College the Nilgiris,Udhagamandalam,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Thiruvallur,Thiruvallur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Thrissur,Thrissur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Tiruppur,Tiruppur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Vellore,Vellore,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Vidisha,Vidisha,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Virudhunagar,Virudhunagar,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,Government Medical College Wanaparthy,Wanaparthy,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Alwar",Alwar,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Ambernath",Ambernath,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Amravati",Amravati,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Baran",Baran,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Bhadradri Kothagudem",Kothagudem,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Buldhana",Buldhana,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Bundi",Bundi,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Dausa",Dausa,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Dholpur",Dholpur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Eluru",Eluru,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Gadchiroli",Gadchiroli,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Handwara",Kupwara,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Hanumangarh",Hanumangarh,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Hingoli",Hingoli,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Jagtial",Jagtial,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Jalna",Jalna,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Jayashankar Bhupalpally",Bhupalpally,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Jhunjhunu",Jhunjhunu,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Jogulamba",Jogulamba,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Kadapa",Kadapa,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Kamareddy",Kamareddy,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Karauli",Karauli,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Karimnagar",Karimnagar,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Khammam",Khammam,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Korba",Korba,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Kumuram Bheem Asifabad",Asifabad,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Machilipatnam",Machilipatnam,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Mahabubabad",Mahabubabad,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Mahasamund",Mahasamund,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Maheshwaram",Maheshwaram,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Medak",Medak,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Mulugu",Mulugu,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Mumbai",Mumbai,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Nagarkurnool",Nagarkurnool,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Nagaur",Nagaur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Nandyal",Nandyal,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Narayanpet",Narayanpet,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Narsampet",Narsampet,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Nashik",Nashik,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Nirmal",Nirmal,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Ongole",Ongole,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Paderu",Paderu,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Parbhani",Parbhani,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Purnea",Purnea,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Quthbullapur",Hyderabad,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Rajamahendravaram",Rajamahendravaram,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Rajanna Sircilla",Sircilla,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Satna",Satna,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Sawai Madhopur",Sawai Madhopur,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Seoni",Seoni,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Srikakulam",Srikakulam,university
India,IN,AMC|PLAB|FMGE/NExT|NEET PG,"Government Medical College, Udhampur",Udhampur,university
